中宁县+中卫市
密云县+北京市
密山市+鸡西市
富县+延安市
富宁县+文山壮族苗族自治州
富川瑶族自治县+贺州市
富平县+渭南市
富拉尔基区+齐齐哈尔市
富民县+昆明市
富源县+曲靖市
富蕴县+阿勒泰
富裕县+齐齐哈尔市
富锦市+伊春市
富阳市+杭州市
富顺县+自贡市
寒亭区+潍坊市
察哈尔右翼中旗+乌兰察布盟
察哈尔右翼前旗+乌兰察布盟
察哈尔右翼后旗+乌兰察布盟
察布查尔锡伯自治县+伊犁哈萨克自治州
察隅县+林芝
察雅县+昌都
寻乌县+赣州市
寻甸回族彝族自治县+昆明市
寿光市+潍坊市
寿县+六安市
寿宁县+宁德市
寿阳县+晋中市
封丘县+新乡市
封开县+肇庆市
射洪县+遂宁市
射阳县+盐城市
将乐县+三明市
尉氏县+开封市
尉犁县+巴音郭楞蒙古自治州
小店区+太原市
小河区+贵阳市
小金县+阿坝藏族羌族自治州
尖山区+双鸭山市
尖扎县+黄南藏族自治州
尖草坪区+太原市
尚义县+张家口市
尚志市+哈尔滨市
尤溪县+三明市
尼勒克县+伊犁哈萨克自治州
尼木县+拉萨市
尼玛县+那曲
屏南县+宁德市
屏山县+宜宾市
屏边苗族自治县+红河哈尼族彝族自治州
屯昌县+省直辖行政单位
屯溪区+黄山市
屯留县+长治市
山丹县+张掖
山亭区+枣庄市
山城区+鹤壁市
山海关区+秦皇岛市
山阳区+焦作市
山阳县+商洛
山阴县+朔州市
岐山县+宝鸡市
岑巩县+黔东南苗族侗族自治州
岑溪市+梧州市
岗巴县+日喀则
岚县+吕梁市
岚山区+日照市
岚皋县+安康
岢岚县+忻州市
岫岩满族自治县+鞍山市
岭东区+双鸭山市
岱山县+舟山市
岳塘区+湘潭市
岳普湖县+喀什
岳西县+安庆市
岳阳县+岳阳市
岳阳楼区+岳阳市
岳麓区+长沙市
岷县+定西
峄城区+枣庄市
峡江县+吉安市
峨山彝族自治县+玉溪市
峨眉山市+乐山市
峨边彝族自治县+乐山市
峰峰矿区+邯郸市
崂山区+青岛市
崇义县+赣州市
崇仁县+抚州市
崇信县+平凉
崇安区+无锡市
崇川区+南通市
崇州市+成都市
崇文区+北京市
崇明县+上海市
崇礼县+张家口市
崇阳县+咸宁市
嵊州市+绍兴市
嵊泗县+舟山市
嵩县+洛阳市
嵩明县+昆明市
巍山彝族回族自治县+大理白族自治州
巢湖区+巢湖市
工农区+鹤岗市
工布江达县+林芝
左云县+大同市
左权县+晋中市
左贡县+昌都
巧家县+昭通
巨野县+菏泽
巨鹿县+邢台市
巩义市+郑州市
巩留县+伊犁哈萨克自治州
巫山县+重庆市
巫溪县+重庆市
巴东县+恩施土家族苗族自治州
巴中市+巴中
巴南区+重庆市
巴塘县+甘孜藏族自治州
巴彦县+哈尔滨市
巴林右旗+赤峰市
巴林左旗+赤峰市
巴楚县+喀什
巴里坤哈萨克自治县+哈密
巴青县+那曲
巴马瑶族自治县+河池市
市中区+乐山市+内江市+枣庄市+济南市+济宁市
市北区+青岛市
市南区+青岛市
市辖区+三亚市+嘉峪关市
市郊区+梧州市
布尔津县+阿勒泰
布拖县+凉山彝族自治州
师宗县+曲靖市
带岭区+伊春市
常宁市+衡阳市
常山县+衢州市
常熟市+苏州市
平乐县+桂林市
平乡县+邢台市
平凉市+平凉
平利县+安康
平南县+贵港市
平原县+德州市
平和县+漳州市
平坝县+安顺
平塘县+黔南布依族苗族自治州
平安县+海东
平定县+阳泉市
平山区+本溪市
平山县+石家庄市
平川区+白银市
平度市+青岛市
平房区+哈尔滨市
平昌县+巴中
平果县+百色市
平桥区+信阳市
平武县+绵阳市
平江区+苏州市
平江县+岳阳市
平泉县+承德市
平湖市+嘉兴市
平潭县+福州市
平罗县+石嘴山市
平舆县+驻马店
平谷区+北京市
平远县+梅州市
平遥县+晋中市
平邑县+临沂市
平阳县+温州市
平阴县+济南市
平陆县+运城市
平顺县+长治市
平鲁区+朔州市
广丰县+上饶市
广南县+文山壮族苗族自治州
广宁县+肇庆市
广安区+广安市
广宗县+邢台市
广平县+邯郸市
广德县+宣城市
广昌县+抚州市
广水市+随州市
广汉市+德阳市
广河县+临夏回族自治州
广灵县+大同市
广陵区+扬州市
广饶县+东营市
庄河市+大连市
庄浪县+平凉
庆云县+德州市
庆元县+丽水市
庆安县+绥化市
庆阳县+庆阳
庐山区+九江市
庐江县+巢湖市
库伦旗+通辽市
库尔勒市+巴音郭楞蒙古自治州
库车县+阿克苏
应县+朔州市
应城市+孝感市
府谷县+榆林
康乐县+临夏回族自治州
康保县+张家口市
康县+陇南
康定县+甘孜藏族自治州
康平县+沈阳市
康马县+日喀则
廉江市+湛江市
廛河回族区+洛阳市
延吉市+延边朝鲜族自治州
延寿县+哈尔滨市
延川县+延安市
延平区+南平市
延庆县+北京市
延津县+新乡市
延长县+延安市
建华区+齐齐哈尔市
建始县+恩施土家族苗族自治州
建宁县+三明市
建平县+朝阳市
建德市+杭州市
建昌县+葫芦岛市
建水县+红河哈尼族彝族自治州
建湖县+盐城市
建瓯市+南平市
建邺区+南京市
建阳市+南平市
开化县+衢州市
开原市+铁岭市
开县+重庆市
开封县+开封市
开平区+唐山市
开平市+江门市
开江县+达川
开福区+长沙市
开远市+红河哈尼族彝族自治州
开阳县+贵阳市
开鲁县+通辽市
弋阳县+上饶市
弓长岭区+辽阳市
张北县+张家口市
张家川回族自治县+天水市
张家港市+苏州市
张店区+淄博市
张掖市+张掖
张湾区+十堰市
弥勒县+红河哈尼族彝族自治州
弥渡县+大理白族自治州
当涂县+马鞍山市
当阳市+宜昌市
当雄县+拉萨市
彝良县+昭通
彬县+咸阳市
彭山县+眉山
彭州市+成都市
彭水苗族土家族自治县+重庆市
彭泽县+九江市
彭阳县+固原
彰武县+阜新市
徐水县+保定市
徐汇区+上海市
徐闻县+湛江市
得荣县+甘孜藏族自治州
循化撒拉族自治县+海东
微山县+济宁市
德令哈市+海西蒙古族藏族自治州
德保县+百色市
德兴市+上饶市
德化县+泉州市
德城区+德州市
德安县+九江市
德庆县+肇庆市
德惠市+长春市
德昌县+凉山彝族自治州
德格县+甘孜藏族自治州
德江县+铜仁
德清县+湖州市
德钦县+迪庆藏族自治州
徽县+陇南
徽州区+黄山市
志丹县+延安市
忠县+重庆市
忻城县+来宾市
忻府区+忻州市
怀仁县+朔州市
怀宁县+安庆市
怀安县+张家口市
怀来县+张家口市
怀柔区+北京市
怀远县+蚌埠市
怀集县+肇庆市
思南县+铜仁
思明区+厦门市
思茅市+思茅市
恒山区+鸡西市
恩平市+江门市
恩施市+恩施土家族苗族自治州
恭城瑶族自治县+桂林市
息县+信阳市
息烽县+贵阳市
惠东县+惠州市
惠农区+石嘴山市
惠城区+惠州市
惠安县+泉州市
惠来县+揭阳市
惠民县+滨州
惠水县+黔南布依族苗族自治州
惠阳市+惠州市
慈利县+张家界市
慈溪市+宁波市
成华区+成都市
成县+陇南
成安县+邯郸市
成武县+菏泽
戚墅堰区+常州市
户县+西安市
房县+十堰市
房山区+北京市
扎兰屯市+呼伦贝尔市
扎囊县+山南
扎赉特旗+兴安盟
扎鲁特旗+通辽市
托克托县+呼和浩特市
托克逊县+吐鲁番
托里县+塔城
扬中市+镇江市
扶余县+松原市
扶沟县+周口市
扶绥县+崇左市
扶风县+宝鸡市
承德县+承德市
抚宁县+秦皇岛市
抚松县+白山市
抚远县+伊春市
抚顺县+抚顺市
拉孜县+日喀则
招远市+烟台市
拜城县+阿克苏
拜泉县+齐齐哈尔市
拱墅区+杭州市
振兴区+丹东市
振安区+丹东市
掇刀区+荆门市
措勤县+阿里
措美县+山南
揭东县+揭阳市
揭西县+揭阳市
攸县+株洲市
改则县+阿里
政和县+南平市
故城县+衡水市
敖汉旗+赤峰市
敦化市+延边朝鲜族自治州
敦煌市+酒泉
文县+陇南
文圣区+辽阳市
文安县+廊坊市
文山县+文山壮族苗族自治州
文峰区+安阳市
文成县+温州市
文昌市+省直辖行政单位
文水县+吕梁市
文登市+威海市
斗门区+珠海市
新丰县+韶关市
新乐市+石家庄市
新乡县+新乡市
新会市+江门市
新兴区+七台河市
新兴县+云浮市
新化县+娄底
新区+唐山市
新华区+平顶山市+新乡市+沧州市+石家庄市
新县+信阳市
新和县+阿克苏
新城区+呼和浩特市+西安市
新城子区+沈阳市
新宁县+邵阳市
新安县+洛阳市
新宾满族自治县+抚顺市
新密市+郑州市
新巴尔虎右旗+呼伦贝尔市
新巴尔虎左旗+呼伦贝尔市
新市区+乌鲁木齐市+保定市
新干县+吉安市
新平彝族傣族自治县+玉溪市
新建县+南昌市
